Key,Frame
d,94
e,100
a,105
r,109
space,118
q,127
u,131
i,136
n,143
c,147
y,154
space,161
backspace,179
comma,193
space,201
i,206
space,215
h,226
o,231
p,242
e,251
space,258
y,264
o,269
u,275
space,281
a,287
r,293
e,298
space,307
d,316
o,319
i,324
n,328
g,333
w,340
e,345
l,360
l,365
l,379
space,384
i,388
backspace,404
backspace,410
backspace,413
period,431
space,439
i,445
space,452
w,455
a,462
n,468
t,471
e,476
d,483
space,487
t,492
o,495
space,500
u,505
p,511
d,516
a,526
t,529
e,536
space,544
backspace,564
backspace,569
space,581
y,591
o,597
u,601
space,608
n,614
space,619
o,622
u,628
r,634
space,641
l,644
a,648
t,654
e,658
s,663
t,670
space,675
o,680
r,690
o,696
backspace,706
backspace,711
backspace,735
p,743
r,750
o,755
j,762
e,766
c,773
t,780
comma,786
space,793
w,797
h,801
i,808
c,814
h,818
space,825
h,835
a,842
s,846
space,854
b,858
e,865
e,871
n,874
space,881
q,884
i,891
t,896
e,902
space,906
t,911
h,916
e,922
space,926
j,931
o,937
r,943
backspace,970
u,981
r,985
n,988
e,992
y,998
comma,1011
backspace,1028
period,1039
space,1046
h,1051
e,1059
space,1064
backspace,1075
backspace,1080
backspace,1086
t,1099
h,1103
e,1106
space,1110
w,1116
o,1119
r,1125
k,1130
space,1143
i,1152
n,1159
v,1164
o,1169
v,1175
e,1184
w,1189
backspace,1199
backspace,1205
backspace,1212
l,1221
v,1227
e,1233
w,1239
space,1245
a,1249
space,1255
backspace,1264
backspace,1270
backspace,1275
backspace,1278
s,1291
space,1298
a,1305
space,1312
s,1322
e,1330
r,1333
i,1340
backspace,1351
backspace,1356
backspace,1360
backspace,1364
backspace,1369
s,1388
e,1396
r,1400
i,1406
e,1410
s,1416
space,1419
o,1424
f,1430
space,1433
backspace,1444
backspace,1449
backspace,1454
backspace,1473
o,1483
f,1490
space,1496
c,1513
o,1518
m,1523
p,1528
l,1533
e,1540
x,1548
space,1555
t,1559
a,1566
k,1592
s,1598
space,1604
backspace,1614
comma,1623
space,1629
e,1632
a,1638
c,1643
h,1648
space,1655
w,1662
i,1665
t,1671
space,1678
i,1682
t,1686
s,1692
space,1699
u,1722
n,1727
i,1731
q,1737
u,1740
e,1755
space,1764
c,1771
h,1777
a,1782
l,1799
l,1804
e,1809
g,1816
e,1822
w,1829
period,1841
space,1847
o,1853
u,1858
backspace,1868
backspace,1872
backspace,1877
backspace,1882
backspace,1887
w,1905
period,1913
space,1919
o,1923
u,1928
r,1932
backspace,1942
backspace,1947
backspace,1952
backspace,1955
backspace,1959
backspace,1965
w,1981
period,1997
space,2004
backspace,2014
backspace,2019
backspace,2023
s,2041
period,2055
space,2061
o,2066
u,2070
r,2074
space,2080
t,2096
e,2102
a,2109
m,2113
comma,2121
space,2125
i,2131
n,2137
c,2162
l,2168
u,2176
d,2181
i,2184
n,2190
g,2193
space,2200
k,2203
e,2214
v,2227
i,2233
n,2239
space,2244
a,2249
n,2254
d,2258
space,2263
z,2271
e,2279
l,2288
d,2298
a,2304
comma,2314
space,2322
w,2328
backspace,2345
h,2357
a,2363
s,2369
space,2378
b,2382
e,2390
e,2395
n,2401
space,2406
d,2411
i,2415
l,2422
i,2427
g,2434
e,2441
n,2444
t,2454
l,2462
y,2468
space,2474
w,2479
o,2482
r,2487
k,2490
i,2496
n,2500
g,2506
space,2512
t,2516
o,2520
space,2525
t,2528
a,2533
c,2541
k,2547
e,2553
backspace,2574
l,2585
e,2590
space,2608
t,2614
h,2617
e,2621
s,2628
e,2634
space,2639
i,2645
s,2649
s,2654
u,2658
e,2662
period,2681
space,2686
r,2693
c,2703
backspace,2715
backspace,2720
backspace,2724
backspace,2729
backspace,2733
s,2752
period,2758
space,2763
r,2770
e,2774
c,2781
e,2785
n,2789
t,2794
l,2798
y,2805
space,2823
w,2828
e,2835
space,2839
f,2852
backspace,2862
f,2877
a,2883
c,2888
e,2894
d,2900
space,2906
w,2912
e,2920
v,2928
e,2934
r,2937
backspace,2947
backspace,2951
backspace,2959
backspace,2964
backspace,2981
s,2994
e,3003
r,3006
v,3012
e,3019
backspace,3030
backspace,3035
backspace,3038
v,3051
e,3059
r,3062
a,3068
l,3075
space,3084
q,3089
u,3095
i,3101
r,3112
k,3135
y,3146
space,3151
s,3158
i,3162
t,3167
u,3172
a,3177
t,3180
i,3185
o,3191
n,3194
s,3205
space,3210
t,3216
h,3219
a,3225
t,3229
space,3236
r,3242
e,3248
q,3259
u,3264
i,3269
r,3274
e,3280
d,3291
space,3300
i,3306
m,3312
m,3318
d,3330
backspace,3345
e,3351
d,3371
i,3377
a,3382
t,3386
e,3392
space,3395
a,3404
t,3410
backspace,3426
c,3435
t,3442
e,3450
r,3455
n,3461
t,3465
i,3468
backspace,3480
backspace,3485
backspace,3490
backspace,3494
backspace,3497
t,3516
t,3519
backspace,3543
e,3552
n,3558
t,3562
i,3566
o,3572
n,3576
period,3586
space,3596
t,3601
a,3629
n,3633
k,3637
f,3646
u,3650
l,3658
l,3662
y,3671
comma,3681
space,3686
w,3690
e,3697
space,3707
m,3713
a,3724
n,3747
a,3754
g,3763
e,3768
d,3774
t,3780
o,3786
space,3791
a,3801
d,3806
d,3809
r,3819
e,3826
s,3837
space,3856
t,3861
h,3867
e,3871
backspace,3883
backspace,3889
backspace,3902
backspace,3918
s,3928
space,3932
t,3937
h,3943
e,3946
m,3951
space,3956
w,3962
i,3967
t,3971
h,3976
space,3979
t,3983
h,3986
e,3992
space,3996
h,4002
e,4006
p,4015
space,4033
f,4043
space,4049
o,4053
u,4058
r,4064
space,4070
i,4077
n,4083
n,4089
o,4093
v,4099
a,4105
t,4110
i,4115
v,4118
e,4123
space,4129
t,4136
e,4143
c,4150
h,4156
n,4170
i,4175
q,4180
u,4184
e,4191
s,4198
space,4205
q,4208
n,4213
d,4217
space,4224
backspace,4234
backspace,4238
backspace,4243
backspace,4248
backspace,4254
space,4267
a,4277
n,4282
d,4286
space,4292
u,4298
i,4304
c,4309
k,4313
space,4321
a,4332
d,4337
j,4353
u,4359
s,4363
t,4368
e,4378
m,4384
t,4390
backspace,4402
backspace,4407
backspace,4410
m,4428
e,4433
n,4437
t,4440
w,4447
space,4454
backspace,4464
period,4480
backspace,4494
backspace,4500
period,4517
space,4520
t,4524
h,4528
e,4534
backspace,4543
backspace,4548
backspace,4556
backspace,4583
s,4593
period,4600
space,4605
t,4609
h,4613
e,4619
space,4623
o,4629
r,4633
o,4639
backspace,4654
backspace,4661
backspace,4664
p,4682
r,4689
o,4696
c,4701
e,4708
s,4713
s,4718
space,4725
a,4734
s,4738
space,4752
b,4761
e,4770
e,4774
n,4777
space,4784
q,4788
u,4793
i,4798
t,4803
e,4809
space,4815
r,4832
i,4836
o,4846
backspace,4869
g,4880
o,4883
r,4888
i,4892
backspace,4912
o,4926
u,4931
s,4935
space,4944
backspace,4953
comma,4964
space,4970
b,4975
u,4978
t,4986
space,4989
w,4995
e,5002
space,5008
a,5022
r,5028
e,5035
space,5045
m,5056
a,5059
k,5062
i,5067
n,5073
g,5078
space,5085
s,5090
i,5093
n,5099
i,5105
backspace,5124
backspace,5128
g,5143
n,5147
i,5152
f,5158
i,5163
c,5169
a,5176
n,5182
t,5187
space,5193
t,5203
r,5206
backspace,5219
backspace,5223
backspace,5227
space,5244
s,5254
t,5260
r,5264
i,5269
d,5274
e,5280
s,5286
period,5303
space,5308
o,5313
u,5318
r,5323
space,5332
o,5338
r,5345
o,5349
j,5353
backspace,5363
backspace,5369
backspace,5373
backspace,5376
p,5398
r,5403
o,5407
j,5412
e,5417
c,5424
t,5431
space,5443
i,5446
s,5451
space,5457
d,5461
r,5468
i,5475
v,5479
e,5490
n,5495
space,5504
b,5508
y,5513
space,5518
a,5524
d,5531
v,5537
a,5550
n,5556
c,5561
e,5568
d,5573
space,5579
a,5584
l,5589
g,5611
o,5619
r,5623
i,5627
t,5633
m,5642
s,5649
space,5655
a,5659
n,5668
d,5672
space,5679
c,5686
t,5693
t,5697
i,5701
n,5707
g,5710
space,5716
e,5723
d,5735
g,5744
e,5749
space,5757
t,5765
e,5772
a,5778
c,5789
backspace,5805
backspace,5810
c,5828
h,5832
n,5838
o,5843
l,5849
o,5855
g,5862
y,5867
period,5880
space,5887
w,5891
e,5898
space,5904
l,5911
o,5916
o,5921
k,5926
space,5936
w,5943
backspace,5955
f,5966
o,5970
r,5973
w,5978
a,5989
r,5995
d,5999
d,6003
space,6008
t,6015
o,6018
backspace,6027
backspace,6030
backspace,6034
backspace,6055
space,6062
t,6068
o,6071
space,6079
s,6084
a,6090
h,6096
backspace,6115
backspace,6120
h,6138
a,6142
r,6147
n,6154
g,6158
space,6164
m,6172
o,6177
r,6184
e,6189
space,6194
u,6200
p,6216
d,6223
a,6229
e,6236
s,6248
space,6254
w,6260
i,6263
t,6269
h,6273
space,6280
y,6287
o,6293
u,6299
space,6304
s,6310
o,6313
n,6318
backspace,6346
o,6356
n,6363
period,6371
space,6379
b,6388
e,6394
s,6399
t,6404
space,6408
r,6416
e,6420
q,6435
backspace,6459
g,6471
a,6478
r,6483
d,6487
s,6495
comma,6504
space,6508
j,6513
a,6518
c,6523
k,6529
space,6550
q,6563
period,6570
space,6576
z,6584
i,6590
m,6595
m,6599
e,6606
r,6610
